image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv1l1.started;keyResp.keys;keyResp.corr;keyResp.rt;subjResponse;micRespv1l1.clip;textBlankLoop.started;textBlankLoop.stopped;keyPause.keys;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate;Column2
;;;;;;;;;;;;;;;;;;;;;9.6050079;12.1007923;12.1007923;12.1007923;12.1007923;space;10.8781547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;22.9980806;space;4.1456247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_340.png;espejo;type;darkblue;filler;1;F;1;1;1;1;Extra1;0;None;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;27.248618;28.3321814;28.3321814;28.3321814;28.3321814;28.3321814;28.3321814;28.3321814;28.3321814;['e', 's', 'p', 'e', 'j', 'o'];0;[1.1132623003795743, 1.2856932003051043, 1.9602357004769146, 2.1097245002165437, 2.268194100353867, 2.4695213004015386];espejo;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.13.418.wav;31.3534211;31.8534963;None;;;;;;;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_391.png;cadena;speak;gold;filler;2;F;1;1;1;1;Extra2;0;None;2;1;2;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;31.8534963;32.9230206;32.9230206;32.9230206;32.9230206;32.9230206;32.9230206;32.9230206;32.9230206;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.18.014.wav;35.9511888;36.4513249;None;35.9511888;35.9511888;35.9511888;35.9511888;35.9511888;35.9511888;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_178.png;puente;speak;gold;nontarget;2;NT;1;1;1;1;Stim1_Set1;1;repeat;3;2;3;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;36.4513249;37.5069969;37.5069969;37.5069969;37.5069969;37.5069969;37.5069969;37.5069969;37.5069969;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.22.597.wav;40.5281516;41.0282416;None;40.5281516;40.5281516;40.5281516;40.5281516;40.5281516;40.5281516;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_178.png;puente;speak;gold;repeat;2;T;1;1;1;1;Stim1_Set1;0;None;4;3;4;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;41.0282416;42.1533842;42.1533842;42.1533842;42.1533842;42.1533842;42.1533842;42.1533842;42.1533842;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.27.243.wav;45.1745799;45.6746685;None;45.1745799;45.1745799;45.1745799;45.1745799;45.1745799;45.1745799;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_319.png;vaca;type;darkblue;filler;1;F;1;1;1;1;Stim1_Set4;0;None;5;4;5;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;45.6746685;46.7859464;46.7859464;46.7859464;46.7859464;46.7859464;46.7859464;46.7859464;46.7859464;['v', 'a', 'c', 'a'];0;[1.4442202001810074, 1.5367693002335727, 1.6962359002791345, 1.852721800096333];vaca;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.31.876.wav;49.8140791;;None;49.8140791;49.8140791;49.8140791;49.8140791;49.8140791;49.8140791;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_381.png;fresa;speak;gold;nontarget;2;NT;1;1;1;1;Stim2_Set1;1;switch;6;5;6;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;50.314181;51.4254318;51.4254318;51.4254318;51.4254318;51.4254318;51.4254318;51.4254318;51.4254318;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.36.516.wav;54.4535901;54.9536533;None;54.4535901;54.4535901;54.4535901;54.4535901;54.4535901;54.4535901;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_381.png;fresa;speak;gold;repeat;2;T;1;1;1;1;Stim2_Set1;0;None;7;6;7;0;6;6;6;;;;;;;;;;;;;;;;;;;;;;;54.9536533;56.0093628;56.0093628;56.0093628;56.0093628;56.0093628;56.0093628;56.0093628;56.0093628;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.41.100.wav;59.0376077;;None;59.0376077;59.0376077;59.0376077;59.0376077;59.0376077;59.0376077;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
REPSWITCH1/PICTURE_719.png;baño;type;darkblue;filler;1;F;1;1;1;1;Stim2_Set4;1;switch;8;7;8;0;7;7;7;;;;;;;;;;;;;;;;;;;;;;;59.5375945;60.6836318;60.6836318;60.6836318;60.6836318;60.6836318;60.6836318;60.6836318;60.6836318;['b', 'a', 'ñ', 'o'];0;[1.1683519002981484, 1.704035900067538, 1.8654948002658784, 2.0682482002303004];baño;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/250101_REPSWITCH1_version1_list1_2023-12-04_12h08.49.815_micRespv1l1_recorded\recording_micRespv1l1_2023-12-04_12h09.45.774.wav;63.7117467;64.2118209;None;63.7117467;63.7117467;63.7117467;63.7117467;63.7117467;63.7117467;;;;;;250101;1;2023-12-04_12h08.49.815;REPSWITCH1_version1_list1;2022.2.4;144.0502912;
