image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv2l2.started;keyResp.keys;keyResp.corr;subjResponse;micRespv2l2.clip;textBlankLoop.started;textBlankLoop.stopped;keyPause.keys;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;keyResp.rt;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate;Column2
;;;;;;;;;;;;;;;;;;;;;9.7570789;12.2538516;12.2538516;12.2538516;12.2538516;space;7.312341699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;19.5811453;space;1.7946309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_646.png;tronco;speak;darkblue;filler;2;F;1;3;2;2;Extra4;0;None;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;21.4702915;22.5399098;22.5399098;22.5399098;22.5399098;22.5399098;22.5399098;22.5399098;22.5399098;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.24.350.wav;25.5611277;26.0611551;None;;;;;;;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_340.png;espejo;type;gold;filler;1;F;1;3;2;2;Extra1;0;None;2;1;2;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;26.0611551;27.1446129;27.1446129;27.1446129;27.1446129;27.1446129;27.1446129;27.1446129;27.1446129;['e', 's', 'p', 'e', 'j', 'o'];0;espejo;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.28.958.wav;30.1727797;;None;30.1727797;30.1727797;30.1727797;30.1727797;30.1727797;30.1727797;[0.9729004995897412, 1.1925350995734334, 1.3584231995046139, 1.4869884988293052, 1.6946178991347551, 1.9019171996042132];;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_338.png;regalo;speak;darkblue;filler;2;F;1;3;2;2;Stim6_Set4;0;None;3;2;3;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;30.6728435;31.7563203;31.7563203;31.7563203;31.7563203;31.7563203;31.7563203;31.7563203;31.7563203;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.33.570.wav;34.7845124;35.2845768;None;34.7845124;34.7845124;34.7845124;34.7845124;34.7845124;34.7845124;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_142.png;vaso;speak;darkblue;nontarget;2;NT;1;3;2;2;Stim7_Set1;1;repeat;4;3;4;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;35.2845768;36.4652956;36.4652956;36.4652956;36.4652956;36.4652956;36.4652956;36.4652956;36.4652956;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.38.278.wav;39.486587;39.9865634;None;39.486587;39.486587;39.486587;39.486587;39.486587;39.486587;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_142.png;vaso;speak;darkblue;repeat;2;T;1;3;2;2;Stim7_Set1;0;None;5;4;5;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;39.9865634;41.063133;41.063133;41.063133;41.063133;41.063133;41.063133;41.063133;41.063133;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.42.876.wav;44.0843349;44.5843959;None;44.0843349;44.0843349;44.0843349;44.0843349;44.0843349;44.0843349;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_498.png;taza;type;gold;filler;1;F;1;3;2;2;Stim4_Set4;0;None;6;5;6;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;44.5843959;45.6748071;45.6748071;45.6748071;45.6748071;45.6748071;45.6748071;45.6748071;45.6748071;['t', 'a', 'z', 'a'];0;taza;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.47.488.wav;48.7029594;;None;48.7029594;48.7029594;48.7029594;48.7029594;48.7029594;48.7029594;[0.9748220993205905, 1.158660899847746, 1.4008109997957945, 1.4776298990473151];;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_16.png;cazador;speak;darkblue;nontarget;2;NT;1;3;2;2;Stim6_Set1;1;switch;7;6;7;0;6;6;6;;;;;;;;;;;;;;;;;;;;;;;49.2030508;50.3074357;50.3074357;50.3074357;50.3074357;50.3074357;50.3074357;50.3074357;50.3074357;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.52.121.wav;53.3355244;;None;53.3355244;53.3355244;53.3355244;53.3355244;53.3355244;53.3355244;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
REPSWITCH1/PICTURE_16.png;cazador;speak;darkblue;repeat;2;T;1;3;2;2;Stim6_Set1;0;None;8;7;8;0;7;7;7;;;;;;;;;;;;;;;;;;;;;;;53.8355956;54.9190858;54.9190858;54.9190858;54.9190858;54.9190858;54.9190858;54.9190858;54.9190858;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/440202_REPSWITCH1_version2_list2_2024-01-19_14h56.06.787_micRespv2l2_recorded\recording_micRespv2l2_2024-01-19_14h56.56.732.wav;57.9472462;;None;57.9472462;57.9472462;57.9472462;57.9472462;57.9472462;57.9472462;;;;;;;440202;1;2024-01-19_14h56.06.787;REPSWITCH1_version2_list2;2022.2.4;143.9924194;
